Report Number,Date,Time,Collision Day of Week,Primary Road,Secondary Road,X,Y,Latitude,Longitude,Highest Degree of Injury,Number Injured,Number Killed,Party at Fault,Primary Collision Factor,Hit and Run,Collision Type,Involved With,Pedestrian Action,Violation,Violation Subsection,Weather,Road Condition1,Lighting,Right of Way Controls,Party Type 1,Party Age 1,Party Sex 1,Movement Preceding Collision 1,special information 1,Associated Cause - Factor 1 1,Party Sobriety 1 1,Party Type 2,Party Age 2,Party Sex 2,Movement Preceding Collision 2,special information 2,Associated Cause - Factor 1 2,Party Sobriety 1 2,Safety Equipment 2
201500018135,5/15/2015,18:59,Friday,LAS POSITAS BL,DORMAN RD,6154919.587,2073549.138,37.68116527,-121.9056748,Property Damage Only,0,0,1,Unsafe Speed,No,Hit Object,Fixed Object,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,17,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201600017244,5/15/2016,10:36,Sunday,BERNAL AV,TAWNY DR,6169010.397,2066789.768,37.66324665,-121.8564939,Other Visible Injury,1,0,1,Unsafe Speed,No,Hit Object,Fixed Object,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,61,Male,Proceeding Straight,Cell Phone Not In Use,Defective Vehicle Equipment,HNBD,,,,,,,,
201700017475,5/15/2017,11:29,Monday,FIRST ST,STANLEY BL,6165623.706,2067377.898,37.66456909,-121.8682554,Complaint of Pain,1,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,63,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201700017491,5/15/2017,14:56,Monday,MOHR AV,SANTA RITA RD,6163578,2073645,37.68181185,-121.8755532,Complaint of Pain,1,0,1,Ped R/W Violation,No,Vehicle - Pedestrian,Pedestrian,Crossing In Crosswalk At Intersection,21950,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,48,Female,Making Right Turn,Cell Phone Not In Use,None Apparent,HNBD,Pedestrian,61,Male,,Cell Phone Not In Use,None Apparent,HNBD,
201800019460,5/15/2018,09:38,Tuesday,STONERIDGE DR,CHABOT DR,6156218,2077273,37.69142826,-121.9014267,Property Damage Only,0,0,1,Auto R/W Violation,No,Head-On,Other Motor Vehicle,No Pedestrian Involved,21453,C,Cloudy,No Unusual Condition,Daylight,Functioning,Driver,38,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,44,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201800019479,5/15/2018,12:33,Tuesday,SANTA RITA RD,OLD SANTA RITA RD,6162916,2078279,37.69447926,-121.8782968,Other Visible Injury,2,0,1,Traffic Signals and Signs,No,Head-On,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,25,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,49,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201800019525,5/15/2018,17:06,Tuesday,BERNAL AV,TAWNY DR,6168961,2066658,37.66288479,-121.8566645,Other Visible Injury,1,0,,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,37,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Driver,28,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201000023423,5/16/2010,17:41,Sunday,PETERS AV,ROSE AV,6163053.379,2066055.459,37.66093741,-121.8771346,Property Damage Only,0,0,,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Not Stated,Driver,22,Not Stated,Proceeding Straight,Not Stated,Not Stated,HNBD,Driver,25,Not Stated,Stopped in Road,Not Stated,Not Stated,HNBD,Lap/Shoulder Harness Used
201100023034,5/16/2011,16:33,Monday,DEL VALLE PW,TIFFANY LN,6162542.159,2068340.708,37.66719268,-121.8791043,Other Visible Injury,1,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Cloudy,No Unusual Condition,Daylight,None,Driver,50,Male,Making Right Turn,Cell Phone Not In Use,Inattention,HNBD,,,,,,,,
201200018531,5/16/2012,15:28,Wednesday,STONERIDGE DR,STONERIDGE MALL RD,6149723.043,2077148.263,37.69091481,-121.9237312,Property Damage Only,0,0,1,Unsafe Lane Change,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,21658,A,Clear,No Unusual Condition,Daylight,None,Driver,80,Female,Proceeding Straight,Not Stated,Other,Impairment Not Known,Driver,50,Female,Proceeding Straight,Not Stated,None Apparent,HNBD,Lap/Shoulder Harness Used
201218556,5/16/2012,17:25,Wednesday,GIBRALTAR DR,CHABOT DR,6156264,2078894,37.69587982,-121.9012675,Complaint of Pain,1,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21801,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,40,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,63,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201200018559,5/16/2012,18:10,Wednesday,SANTA RITA RD,VALLEY AV,6164077.293,2071725.44,37.67654038,-121.873828,Property Damage Only,0,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,20,Male,Proceeding Straight,Cell Phone Not In Use,Stop and Go Traffic,HNBD,Driver,53,Male,Stopped in Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201400019692,5/16/2014,09:28,Friday,MONTEVINO DR,CRESTABLANCA DR,6171988,2065769,37.66044342,-121.8462079,Complaint of Pain,2,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,22450,A,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,41,Female,Making Right Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,31,Male,Proceeding Straight,Cell Phone Not In Use,,HNBD,Lap/Shoulder Harness Used
201400019717,5/16/2014,11:45,Friday,ROSEWOOD DR,OLD SANTA RITA RD,6162643.026,2080638.506,37.70095888,-121.8792402,Complaint of Pain,2,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,55,Female,Making Left Turn,Cell Phone Not In Use,Violation,HNBD,,,,,,,,
201400019785,5/16/2014,18:12,Friday,KIRKCALDY ST,PIMLICO DR,6167387,2080192,37.69989791,-121.8628587,Property Damage Only,0,0,1,Unsafe Speed,No,Hit Object,Fixed Object,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,43,Male,Making Right Turn,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201400019789,5/16/2014,19:33,Friday,ROSEWOOD DR,SANTA RITA RD,6163656.341,2079658.95,37.69826885,-121.875738,Other Visible Injury,1,0,,Unknown,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,,,Clear,No Unusual Condition,Daylight,Functioning,Driver,38,Male,Making Left Turn,,None Apparent,HNBD,Driver,20,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,M/C Helmet Driver - Yes
201400019831,5/16/2014,23:58,Friday,ROSEWOOD DR,OWENS DR,6160426,2078870,37.69596198,-121.8867919,Complaint of Pain,1,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21801,A,Clear,No Unusual Condition,Dark - Street Lights,Functioning,Driver,16,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,44,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201500018206,5/16/2015,12:21,Saturday,SANTA RITA RD,VALLEY AV,6164066,2071769,37.67666,-121.873867,Other Visible Injury,1,0,1,Auto R/W Violation,No,Head-On,Other Motor Vehicle,No Pedestrian Involved,21453,C,Clear,No Unusual Condition,Daylight,Functioning,Driver,34,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,24,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201600017377,5/16/2016,22:11,Monday,VALLEY TRAILS DR,HOPYARD RD (E),6156487.598,2072232.601,37.67763114,-121.9000526,Property Damage Only,0,0,1,Unsafe Speed,No,Hit Object,Fixed Object,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Dark - Street Lights,Functioning,Driver,18,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201700017650,5/16/2017,17:49,Tuesday,SUNOL BL,OFF RAMP SB I680 TO SUNOL BL,6160471,2058214,37.63924645,-121.8855914,Complaint of Pain,1,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21802,A,Cloudy,No Unusual Condition,Daylight,Functioning,Driver,17,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,55,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201800019668,5/16/2018,15:13,Wednesday,STONERIDGE DR,HOPYARD RD,6155736.914,2077284.208,37.69145904,-121.9030892,Complaint of Pain,1,0,1,Improper Turning,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,22100,A,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,71,Female,Making Right Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,36,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201023518,5/17/2010,12:17,Monday,MAIN ST,RAY ST,6163911.438,2067216.764,37.66412658,-121.8741706,Property Damage Only,0,0,,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Cloudy,No Unusual Condition,Daylight,Functioning,Driver,23,Not Stated,Proceeding Straight,Not Stated,Not Stated,HNBD,Driver,29,Not Stated,Stopped in Road,Not Stated,Not Stated,HNBD,Not Stated
201000023526,5/17/2010,13:20,Monday,HACIENDA DR,OWENS DR,6159833.702,2079567.563,37.69787762,-121.8888388,Property Damage Only,0,0,,Unsafe Speed,No,Hit Object,Fixed Object,No Pedestrian Involved,22350,,Cloudy,No Unusual Condition,Daylight,None,Driver,36,Not Stated,Making Right Turn,Not Stated,Not Stated,HNBD,,,,,,,,
201000023530,5/17/2010,14:38,Monday,VINEYARD AV,BERNAL AV (S),6168961,2066658,37.66288479,-121.8566645,Property Damage Only,0,0,,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,,Clear,No Unusual Condition,Daylight,Functioning,,,,,,,,Driver,19,Not Stated,Making Left Turn,Not Stated,Not Stated,HNBD,Lap/Shoulder Harness Used
201000023545,5/17/2010,16:08,Monday,HOPYARD RD,STONERIDGE DR,6155536.389,2077257.324,37.69138521,-121.9037822,Complaint of Pain,1,0,,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Cloudy,No Unusual Condition,Daylight,Functioning,Driver,46,Not Stated,Proceeding Straight,Not Stated,Not Stated,HNBD,Driver,50,Not Stated,Stopped in Road,Not Stated,Not Stated,HNBD,Lap/Shoulder Harness Used
201123188,5/17/2011,12:55,Tuesday,LAS POSITAS BL,FOOTHILL RD,6150475.172,2071614.197,37.67573654,-121.9208423,Property Damage Only,0,0,1,Unsafe Speed,No,Overturned,Fixed Object,No Pedestrian Involved,22350,,Raining,No Unusual Condition,Daylight,None,Driver,19,Male,Making Right Turn,Cell Phone Not In Use,Violation,HNBD,,,,,,,,
201100022472,5/17/2011,18:16,Tuesday,STONERIDGE MALL RD,SPRINGDALE AV,6149133.485,2078126.397,37.69345451,-121.9258238,Property Damage Only,0,0,1,Unsafe Lane Change,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,21658,,Clear,Not Stated,Daylight,None,Driver,53,Female,Changing Lanes,Cell Phone Not In Use,None Apparent,HNBD,Driver,27,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201200018604,5/17/2012,06:15,Thursday,BERNAL AV,KOLL CENTER DR,6156700,2064970,37.65774187,-121.8990007,Complaint of Pain,2,0,,Unknown,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,,,Cloudy,No Unusual Condition,Daylight,Functioning,Driver,50,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,22,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,M/C Helmet Driver - Yes
201200018704,5/17/2012,16:03,Thursday,STONERIDGE MALL RD,WORKDAY WY,6149409.681,2078261.983,37.69382685,-121.9248693,Complaint of Pain,1,0,1,Not Stated,No,Sideswipe,Bicycle,No Pedestrian Involved,,,Clear,No Unusual Condition,Daylight,Functioning,Driver,79,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Bicyclist,55,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Not Stated
201300017937,5/17/2013,21:27,Friday,WILLOW RD,OWENS DR,6157155.53,2079834.207,37.6984618,-121.8981862,Property Damage Only,0,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21804,A,Clear,No Unusual Condition,Dark - Street Lights,No Controls Present / Factor,Driver,25,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,44,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201400019940,5/17/2014,15:08,Saturday,LAS POSITAS BL,SANTA RITA RD,6162819,2077378,37.69208672,-121.8783709,Complaint of Pain,1,0,1,Auto R/W Violation,No,Broadside,Bicycle,No Pedestrian Involved,21804,A,Clear,No Unusual Condition,Daylight,Functioning,Bicyclist,15,Male,Proceeding Straight,Cell Phone Not In Use,Violation,HNBD,Driver,48,Male,Making Right Turn,Cell Phone Not In Use,Violation,HNBD,Lap/Shoulder Harness Used
201600017422,5/17/2016,07:55,Tuesday,GOLDEN RD,HOPYARD RD,6160677,2068938,37.66873838,-121.8853977,Property Damage Only,0,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21802,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,28,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,17,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201600017472,5/17/2016,12:52,Tuesday,WILLOW RD,INGLEWOOD DR,6157053,2076294,37.68885962,-121.8983077,Complaint of Pain,1,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21802,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,82,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,30,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201700017728,5/17/2017,10:35,Wednesday,VALLEY AV,BUSCH RD,6167325.669,2071199.853,37.67524526,-121.8625598,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,76,Female,Slowing/Stopping,Cell Phone Not In Use,None Apparent,HNBD,Driver,47,Female,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201700017799,5/17/2017,17:28,Wednesday,MAIN ST,STANLEY BL,6164122.8,2068044.292,37.66639914,-121.8734404,Property Damage Only,0,0,1,Auto R/W Violation,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,21804,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,52,Female,Making Right Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,66,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201700017823,5/17/2017,21:12,Wednesday,HOPYARD RD,STONERIDGE DR,6155541,2077290,37.69147495,-121.9037662,Complaint of Pain,2,0,,Traffic Signals and Signs,No,Head-On,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Dark - Street Lights,Functioning,Driver,39,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,44,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201800019777,5/17/2018,13:26,Thursday,STONERIDGE DR,OFF RAMP SB I680 TO STONERIDGE DR,6150684,2077057,37.69066418,-121.9204103,Other Visible Injury,1,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,85,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,39,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201800019797,5/17/2018,15:15,Thursday,SANTA RITA RD,NEVIS ST (W),6164364.144,2069595.205,37.67069034,-121.872837,Property Damage Only,0,0,,Other Than Driver,No,Hit Object,Fixed Object,No Pedestrian Involved,,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,22,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201200018835,5/18/2012,21:30,Friday,BERNAL AV,LAGOON RD,6155199,2064270,37.65572638,-121.9040143,Other Visible Injury,1,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21801,A,Clear,No Unusual Condition,Dark - Street Lights,Functioning,Driver,25,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,49,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201200018840,5/18/2012,22:30,Friday,ANGELA ST,AUGUSTINE ST,6162463.632,2065863.714,37.66041084,-121.8791718,Complaint of Pain,1,0,1,Driving Under Influence,No,Rear-End,Parked Motor Vehicle,No Pedestrian Involved,23152,A,Clear,No Unusual Condition,Dark - Street Lights,None,Driver,25,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HBD Impairment Unknown,Parked Vehicle,,Not Stated,Parked,Not Stated,Not Stated,HNBD,Not Stated
201200018855,5/18/2012,23:20,Friday,RUBY HILL DR,CAMPINIA PL (S),6183718.966,2054587.882,37.63024113,-121.8052209,Property Damage Only,0,0,1,Driving Under Influence,No,Hit Object,Other Object,No Pedestrian Involved,23152,A,Clear,No Unusual Condition,Dark - Street Lights,None,Driver,30,Male,Ran Off Road,Not Stated,Not Stated,HBD Under Influence,,,,,,,,
201300017992,5/18/2013,12:37,Saturday,STONERIDGE DR,OFF RAMP SB I680 TO STONERIDGE DR,6150684,2077057,37.69066418,-121.9204103,Complaint of Pain,1,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,18,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,18,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201300017993,5/18/2013,12:56,Saturday,HACIENDA DR,OFF RAMP WB I580 TO HACIENDA DR,6160111.654,2080857.195,37.70155944,-121.8879894,Other Visible Injury,3,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,22,Male,Proceeding Straight,Cell Phone Not In Use,Inattention,HNBD,Driver,21,Female,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201500018459,5/18/2015,18:30,Monday,HOPYARD RD,OWENS DR,6155123.186,2080281.832,37.69969106,-121.9052103,Property Damage Only,0,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,34,Male,Changing Lanes,Cell Phone Not In Use,None Apparent,HNBD,Driver,40,Male,Slowing/Stopping,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201700017944,5/18/2017,16:32,Thursday,BERNAL AV,PLEASANTON AV,6160716.677,2065128.457,37.65827663,-121.8852609,Complaint of Pain,1,0,,Other Than Driver or Ped,No,Hit Object,Fixed Object,No Pedestrian Involved,,,Clear,No Unusual Condition,Daylight,Functioning,Driver,70,Female,Merging,Not Stated,Other,HNBD,,,,,,,,
201700017959,5/18/2017,19:19,Thursday,BERNAL AV,SUNOL BL,6162842.098,2064384.323,37.65634813,-121.8778642,Complaint of Pain,2,0,1,Following Too Closely,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,21703,,Clear,No Unusual Condition,Daylight,Functioning,Driver,38,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,39,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Unknown
201023784,5/19/2010,07:35,Wednesday,DEL VALLE PW,HOMETOWN WY,6163035.692,2068124.242,37.66659822,-121.8773993,Complaint of Pain,1,0,,Unsafe Starting or Backing,No,Broadside,Bicycle,No Pedestrian Involved,22106,,Clear,No Unusual Condition,Daylight,None,Bicyclist,60,Female,Proceeding Straight,Not Stated,Not Stated,HNBD,Driver,23,Male,Backing,Not Stated,Not Stated,HNBD,Lap/Shoulder Harness Used
20110023587,5/19/2011,09:36,Thursday,ROSEWOOD DR,WALMART,6161346.744,2080542.702,37.70069579,-121.8837205,Property Damage Only,0,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21804,,Clear,No Unusual Condition,Daylight,None,Driver,60,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,40,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201100023697,5/19/2011,18:21,Thursday,SANTA RITA RD,OLD SANTA RITA RD,6162986.199,2078383.633,37.6947666,-121.8780542,Property Damage Only,0,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,None,Driver,78,Female,Ran Off Road,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201200018912,5/19/2012,15:46,Saturday,CRELLIN RD,VINTNER WY (W),6170696.284,2065206.292,37.65889811,-121.85067,Other Visible Injury,1,0,1,Driving Under Influence,No,Hit Object,Fixed Object,No Pedestrian Involved,23152,A,Clear,No Unusual Condition,Daylight,None,Driver,32,Male,Making Right Turn,Cell Phone Not In Use,Violation,HBD Under Influence,,,,,,,,
201400020166,5/19/2014,12:29,Monday,STONERIDGE MALL RD,MCWILLIAMS LN,6149780.745,2077736.483,37.69253017,-121.9235319,Property Damage Only,0,0,1,Unsafe Starting or Backing,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22106,,Clear,No Unusual Condition,Daylight,Functioning,Driver,21,Female,Stopped In Road,Cell Phone Not In Use,Inattention,HNBD,Driver,44,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201500018532,5/19/2015,10:27,Tuesday,SANTA RITA RD,VALLEY AV,6164061.472,2071786.421,37.67670784,-121.8738826,Property Damage Only,0,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,18,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,18,Female,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201500018557,5/19/2015,14:28,Tuesday,PIMLICO DR,SANTA RITA RD,6165083.91,2080329.852,37.70027647,-121.8708187,Complaint of Pain,1,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21804,A,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,51,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,31,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,M/C Helmet Driver - Yes
201600017739,5/19/2016,15:20,Thursday,WILLOW RD,OWENS DR,6157170,2080341,37.69985355,-121.8981361,Other Visible Injury,1,0,1,Ped R/W Violation,No,Vehicle - Pedestrian,Pedestrian,Crossing In Crosswalk At Intersection,21950,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,84,Male,Making Right Turn,Cell Phone Not In Use,Inattention,HNBD,Pedestrian,28,Male,Other,Cell Phone Not In Use,,HNBD,
201800020085,5/19/2018,10:48,Saturday,JOHNSON DR,OWENS DR (S),6154605.695,2079555.433,37.69769624,-121.9069988,Property Damage Only,0,0,1,Improper Turning,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,Functioning,Driver,22,Female,Making Right Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,46,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201800020127,5/19/2018,18:27,Saturday,HOPYARD RD,LAS POSITAS BL,6155417,2073777,37.68179102,-121.9039561,Other Visible Injury,1,0,1,Improper Turning,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,22107,,Cloudy,No Unusual Condition,Daylight,Functioning,Driver,26,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,23,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201216649,5/2/2012,09:25,Wednesday,VALLEY AV,SANTA RITA RD,6163691.067,2071775.826,37.67667875,-121.8751624,Property Damage Only,0,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21804,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,74,Male,Entering Traffic,Cell Phone Not In Use,None Apparent,HNBD,Driver,44,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201200016729,5/2/2012,19:38,Wednesday,STANLEY BL,VALLEY AV,6168689.31,2069408.851,37.67032682,-121.8578485,Property Damage Only,0,0,1,Driving Under Influence,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,23152,A,Cloudy,No Unusual Condition,Dusk - Dawn,Functioning,Driver,44,Female,Proceeding Straight,Cell Phone Not In Use,Violation,HBD Under Influence,Driver,55,Female,Stopped in Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201300016066,5/2/2013,08:09,Thursday,SUNOL BL,ON RAMP NB I680 FROM EB SUNOL BL,6160927,2058505,37.6400456,-121.8840166,Complaint of Pain,2,0,1,Auto R/W Violation,No,Head-On,Other Motor Vehicle,No Pedestrian Involved,21801,A,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,17,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,44,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201300016109,5/2/2013,13:45,Thursday,ANGELA ST,PETERS AV,6163025.604,2065619.751,37.65974086,-121.8772305,Property Damage Only,0,0,1,Improper Turning,No,Broadside,Parked Motor Vehicle,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,81,Female,Entering Traffic,Cell Phone Not In Use,None Apparent,HNBD,Parked Vehicle,,,Parked,Cell Phone Not In Use,None Apparent,Not Applicable,
